name,start,category,split
9FdJgE6K4z0,0,mynah_bird_singing,train
-9peZWsQHow,0,mynah_bird_singing,train
9WClEjrr_RA,0,mynah_bird_singing,val
25BgIIti4mM,0,mynah_bird_singing,train
64fMq6IOFNg,0,mynah_bird_singing,test
90avrPK09qs,5,mynah_bird_singing,train
a5GFVMCVjv0,5,mynah_bird_singing,train
AALPO07U5i4,0,mynah_bird_singing,val
agh3hN0svLo,0,mynah_bird_singing,train
AIhCOHv8i7I,5,mynah_bird_singing,val
an_Uo19wjLk,0,mynah_bird_singing,train
aqVyNqDHCu4,2,mynah_bird_singing,train
ARjdxAg4Djg,0,mynah_bird_singing,train
ASgIPoBZfWY,0,mynah_bird_singing,test
awO9pIgeCgQ,3,mynah_bird_singing,test
b0pVAXaFsDM,0,mynah_bird_singing,train
b3osEsLC6JA,2,mynah_bird_singing,test
BDaqnMJ5Ems,0,mynah_bird_singing,train
BvLCmp7zr2I,3,mynah_bird_singing,test
Bw8u70lXZag,0,mynah_bird_singing,train
c1c64emKOnU,5,mynah_bird_singing,test
c3qbNQLfD_A,2,mynah_bird_singing,train
cf7EomtWaiE,0,mynah_bird_singing,train
cj62Zn5fFlM,0,mynah_bird_singing,train
CuaFhfDfe5c,4,mynah_bird_singing,test
CVmk3PcyXHc,4,mynah_bird_singing,train
D15JjHzggt8,1,mynah_bird_singing,train
d2gP7PJV4EU,4,mynah_bird_singing,test
DCISHo7PK6k,0,mynah_bird_singing,train
DDoJMpe85o0,5,mynah_bird_singing,train
DhmDr6WAhtg,5,mynah_bird_singing,train
dNHMVzibAEk,2,mynah_bird_singing,train
DQ1o_3vGXaE,5,mynah_bird_singing,train
DqAljTw2uo8,0,mynah_bird_singing,train
d-TkYY8Zr4s,0,mynah_bird_singing,train
Dv2JaZw9FYM,0,mynah_bird_singing,train
DybKuWv52_s,5,mynah_bird_singing,train
-E3eNjI4vEc,0,mynah_bird_singing,test
eDHH34hKQMc,4,mynah_bird_singing,train
eeuYUpMPnh4,5,mynah_bird_singing,train
EiPT0zpFVtU,0,mynah_bird_singing,train
eJ8NXrJWMP0,0,mynah_bird_singing,train
ePXInfDyqAc,0,mynah_bird_singing,train
eqnyjiqFR3w,2,mynah_bird_singing,train
EQV6rVGE7Zg,2,mynah_bird_singing,train
EyBONpPcuOY,2,mynah_bird_singing,test
f1kPQtyTpuQ,3,mynah_bird_singing,train
F6GI6pc0XtM,4,mynah_bird_singing,train
FlX6Q0tbf8U,5,mynah_bird_singing,train
G3RULfPXWPk,5,mynah_bird_singing,train
G6qy3sekPTg,5,mynah_bird_singing,train
GaYC44Lxx9U,1,mynah_bird_singing,train
ggb93ZYIeaA,0,mynah_bird_singing,train
ggXBFIWZlLI,5,mynah_bird_singing,train
GKZNjmulsWE,5,mynah_bird_singing,test
GsGgFUfn0fM,0,mynah_bird_singing,test
gyOFzklrg3Y,0,mynah_bird_singing,train
h_UlkuI-zZ4,0,mynah_bird_singing,test
h4zwuBLKWj4,5,mynah_bird_singing,train
h7L1frO-W8k,0,mynah_bird_singing,train
H7UbY6PRxA8,5,mynah_bird_singing,train
haVBNvKQsEI,0,mynah_bird_singing,train
htdZXCI8NqM,5,mynah_bird_singing,train
HuP9RekGOdI,0,mynah_bird_singing,val
I8DSF5M8vYU,5,mynah_bird_singing,train
ICbAyC3CDrA,5,mynah_bird_singing,val
IEyAS4N4HkA,0,mynah_bird_singing,train
IjpIxH8egvI,3,mynah_bird_singing,train
IQvot5Z954Q,2,mynah_bird_singing,train
Iw6NiC_Wbr4,4,mynah_bird_singing,train
J-ejO1E8XYk,5,mynah_bird_singing,train
j4IKy3dK-Vc,5,mynah_bird_singing,train
jb6N8wAYDSo,3,mynah_bird_singing,val
jCrQuzFfdGM,2,mynah_bird_singing,test
jj_DQxq6AOA,0,mynah_bird_singing,train
JkDTsuyu8So,0,mynah_bird_singing,train
jNj_kRfLwzE,2,mynah_bird_singing,test
JuAtG8ZT8tg,4,mynah_bird_singing,val
JxjpnrTTkuA,0,mynah_bird_singing,val
Kc4moqpQ9ZU,5,mynah_bird_singing,train
KJ2NWnQ84k4,4,mynah_bird_singing,train
KKmwM72wFcQ,0,mynah_bird_singing,train
kmAZ7m8Nr3E,0,mynah_bird_singing,train
kOfveyBfRYA,0,mynah_bird_singing,val
KQRnsZqwOKo,0,mynah_bird_singing,test
kUv7JBXevBA,1,mynah_bird_singing,train
kYjg0mp4bWE,0,mynah_bird_singing,train
lCPOFKvKeqE,5,mynah_bird_singing,train
ldQsFZZ2KU8,2,mynah_bird_singing,train
lo_F261_XGI,5,mynah_bird_singing,train
LpeUNO651d4,0,mynah_bird_singing,train
LvodH6Hdctk,0,mynah_bird_singing,train
lxmRVxNhLPY,0,mynah_bird_singing,val
LZEu6O7vCAo,0,mynah_bird_singing,train
M4w9yl5HJno,0,mynah_bird_singing,train
M83GjpnyZgo,0,mynah_bird_singing,train
mA10FXDl07o,0,mynah_bird_singing,val
mc4xsGEH4Yo,0,mynah_bird_singing,train
meJw1oQazHY,0,mynah_bird_singing,train
mfGKrGzvdhs,0,mynah_bird_singing,train
mfVwU8n8f6A,0,mynah_bird_singing,train
mkaJujvQBpM,2,mynah_bird_singing,train
mKqfcR4mXMI,0,mynah_bird_singing,test
mx6rxKFawVQ,0,mynah_bird_singing,train
MyRUhckPyqQ,3,mynah_bird_singing,train
n-G6mmLjjFo,5,mynah_bird_singing,train
N7FFivMLTb0,5,mynah_bird_singing,train
NAk-PU3X_DQ,0,mynah_bird_singing,train
NBQJxSLSEb0,0,mynah_bird_singing,train
nDD7OuuilwA,4,mynah_bird_singing,val
nG6q9V7rfKU,0,mynah_bird_singing,train
nJTx6A9xKQ0,0,mynah_bird_singing,train
NPilDsxM26g,0,mynah_bird_singing,train
npWRooZqtpU,0,mynah_bird_singing,train
NUrdshX6mk4,0,mynah_bird_singing,train
O28I9G3GziA,0,mynah_bird_singing,train
P7vePeg7wZQ,2,mynah_bird_singing,train
pDt5UhlVz_E,0,mynah_bird_singing,val
pHGAxfxHTbg,0,mynah_bird_singing,train
PJpXG-JLEDc,2,mynah_bird_singing,test
pq6sozzF50I,4,mynah_bird_singing,train
Ptso2WuyYGM,0,mynah_bird_singing,train
PVnp-9r-0RA,0,mynah_bird_singing,val
q_KRjVHUQ9c,1,mynah_bird_singing,train
qcBV8r9ADAw,0,mynah_bird_singing,val
QmENgS2Fk88,2,mynah_bird_singing,train
qWLo_xKE_Z8,4,mynah_bird_singing,train
r6lXYeXskDA,0,mynah_bird_singing,test
r9QELlDEq8c,1,mynah_bird_singing,train
RfXPKfG5Z9c,2,mynah_bird_singing,train
rH_0WjLUMO4,0,mynah_bird_singing,train
rJ8EHGO7Tik,1,mynah_bird_singing,train
rMwYBw7zMmY,2,mynah_bird_singing,train
rqhTqJtu3WA,0,mynah_bird_singing,train
RUAomPTkvYM,0,mynah_bird_singing,val
S0lYMOOXpiw,5,mynah_bird_singing,train
Sne6J4TOyjo,0,mynah_bird_singing,train
T2uBzbjttJM,5,mynah_bird_singing,train
T4_uJUlfx58,0,mynah_bird_singing,train
td5qjREoy90,0,mynah_bird_singing,train
teMQIpsg0ow,0,mynah_bird_singing,train
TEP2KbsY1e8,1,mynah_bird_singing,val
TeVDgKRnhCU,0,mynah_bird_singing,train
tk3sdVGyNvw,0,mynah_bird_singing,train
tl5v1u9BKbE,0,mynah_bird_singing,train
VG-jZq_A1Hc,0,mynah_bird_singing,test
VhsFniEZO-k,0,mynah_bird_singing,train
VIQ0m4jWzXY,0,mynah_bird_singing,train
w6ePxZrd0Dw,5,mynah_bird_singing,val
WNG5_IbQOLI,0,mynah_bird_singing,test
wOX76HirZ3s,4,mynah_bird_singing,train
WTlLxj30hgs,2,mynah_bird_singing,test
WXqx7ETQzVY,5,mynah_bird_singing,train
wZoY54HeHQw,2,mynah_bird_singing,val
x_uext1quY4,5,mynah_bird_singing,val
x_vONwuov3c,5,mynah_bird_singing,val
x17kfdI3NVs,5,mynah_bird_singing,train
-xpc63hW7Wk,0,mynah_bird_singing,test
XpO9yM2ygLg,5,mynah_bird_singing,train
xrd1xgAvmV0,0,mynah_bird_singing,train
XsLHtpm-sP8,1,mynah_bird_singing,train
y89-45CHWEs,0,mynah_bird_singing,train
YDyIKZjzQg4,0,mynah_bird_singing,train
yh6L0s_8xNg,0,mynah_bird_singing,train
yjtHxqDRGPI,0,mynah_bird_singing,val
yOnoADLTzto,0,mynah_bird_singing,val
YT9b2IBAwgA,4,mynah_bird_singing,train
yuDJq-0oFi0,0,mynah_bird_singing,val
YVhZdMKi3ys,0,mynah_bird_singing,train
z9Xg9sN-DgU,5,mynah_bird_singing,test
-zlobk6YPw4,5,mynah_bird_singing,train
zq5mreEwfrI,0,mynah_bird_singing,test
_eJr86Ywo9Y,0,typing_on_computer_keyboard,train
_yikj0xnysI,0,typing_on_computer_keyboard,train
-6AOy8GAMpM,0,typing_on_computer_keyboard,test
-cKbOLMm0yo,4,typing_on_computer_keyboard,test
-LR6jZzVFHs,0,typing_on_computer_keyboard,test
-s2G3Kto0Gw,0,typing_on_computer_keyboard,train
-WNELSjjnJc,0,typing_on_computer_keyboard,val
0_yN1k-S99I,0,typing_on_computer_keyboard,train
00Ag326f4gs,5,typing_on_computer_keyboard,train
0jVvlyJKzQc,0,typing_on_computer_keyboard,train
0LrcdibGaLI,0,typing_on_computer_keyboard,train
0QhsgW-yDmE,0,typing_on_computer_keyboard,train
0xcBKwbIlU8,0,typing_on_computer_keyboard,test
0z97A0GYhAQ,2,typing_on_computer_keyboard,train
1fr6YgvX9qE,1,typing_on_computer_keyboard,train
1kThh0JTI1g,0,typing_on_computer_keyboard,val
2AKLKFkLl6E,5,typing_on_computer_keyboard,val
2SEkiq5rTrs,0,typing_on_computer_keyboard,test
3jPSUgsQwE8,0,typing_on_computer_keyboard,train
03VaAW9NZq4,0,typing_on_computer_keyboard,test
3vWNxg-HE-c,0,typing_on_computer_keyboard,val
4ADxi494xsA,0,typing_on_computer_keyboard,train
4GY4p7ADQp0,0,typing_on_computer_keyboard,val
04IUHjj3lpA,0,typing_on_computer_keyboard,train
4Ko2TdqMgks,3,typing_on_computer_keyboard,train
4O0eZ-nquKU,0,typing_on_computer_keyboard,train
4tASCYb3ySA,0,typing_on_computer_keyboard,train
4zh7vIS5Tj4,0,typing_on_computer_keyboard,train
5nCVaazCHaA,0,typing_on_computer_keyboard,train
6ZiigQRT8iE,0,typing_on_computer_keyboard,train
6zZkfPToryg,0,typing_on_computer_keyboard,train
7LzcWBu-Y6A,0,typing_on_computer_keyboard,train
7r7bIgQppyM,0,typing_on_computer_keyboard,val
7wODqThG8rg,0,typing_on_computer_keyboard,val
8bnsGRX_jH4,0,typing_on_computer_keyboard,train
8rBbtL5FR-E,1,typing_on_computer_keyboard,train
8Wlvho81zus,0,typing_on_computer_keyboard,train
9IhwuLSwKwc,0,typing_on_computer_keyboard,train
9NcxNH75ByE,5,typing_on_computer_keyboard,train
9UnFJ5qLTxE,0,typing_on_computer_keyboard,test
9W5uf8pLmII,5,typing_on_computer_keyboard,test
14jtUoyUxyQ,5,typing_on_computer_keyboard,train
20FfN75nr9M,0,typing_on_computer_keyboard,train
24tWz7gmngI,0,typing_on_computer_keyboard,train
35zjZSpI_Fo,0,typing_on_computer_keyboard,train
66_YKlaJzLc,3,typing_on_computer_keyboard,val
99hN_5beEHs,0,typing_on_computer_keyboard,train
a0aniojQWVk,0,typing_on_computer_keyboard,train
A2q9MnpyDKs,2,typing_on_computer_keyboard,train
A2SDfo7iyno,0,typing_on_computer_keyboard,test
ACr6r40_UeQ,5,typing_on_computer_keyboard,train
aenAgdRwYdM,0,typing_on_computer_keyboard,train
aGmFyko0sPg,0,typing_on_computer_keyboard,train
aIB4zq2UnJg,0,typing_on_computer_keyboard,val
aNDmHGRsmnM,0,typing_on_computer_keyboard,train
asgJ818L1j8,0,typing_on_computer_keyboard,test
AUJPBPyRRSk,0,typing_on_computer_keyboard,train
AUX5cxr6fDs,0,typing_on_computer_keyboard,test
aVLrCy_892Q,2,typing_on_computer_keyboard,train
AXKxnbcbPYo,0,typing_on_computer_keyboard,train
AySVuo87x5E,0,typing_on_computer_keyboard,train
bddjvkOo4UI,0,typing_on_computer_keyboard,train
bFZL4ABbkk0,0,typing_on_computer_keyboard,train
bIAHV6ckEcU,0,typing_on_computer_keyboard,train
bj-PurxvG4c,0,typing_on_computer_keyboard,val
BKExZZNvzJQ,4,typing_on_computer_keyboard,train
BNermhLzCLs,0,typing_on_computer_keyboard,train
bnLGYE7yroI,0,typing_on_computer_keyboard,train
BQ-dwfQPVtI,0,typing_on_computer_keyboard,val
bwaO1GmMLWk,0,typing_on_computer_keyboard,train
byUA01giSqQ,0,typing_on_computer_keyboard,train
C0LIN6BdjFc,0,typing_on_computer_keyboard,train
c3UPyEZ1yQY,0,typing_on_computer_keyboard,train
c6nfgDLtXBg,0,typing_on_computer_keyboard,train
cB3NAIC3L5o,5,typing_on_computer_keyboard,train
cEjcJDoz-4w,0,typing_on_computer_keyboard,val
cEV_wASHeUI,0,typing_on_computer_keyboard,val
CgNhYy89jSo,0,typing_on_computer_keyboard,train
ch-C3dLvxbA,0,typing_on_computer_keyboard,train
CkCbUbCH3-8,0,typing_on_computer_keyboard,test
CMzlxMzoQJE,0,typing_on_computer_keyboard,train
CsvtHy2q2Og,0,typing_on_computer_keyboard,train
CxIDfBbwQPA,0,typing_on_computer_keyboard,train
