name,start,category,split
qWLo_xKE_Z8,4,mynah_bird_singing,train
0KKo3j---_o,0,ambulance_siren,train
0ICKYtF-yJs,5,horse_clip-clop,val
EpqpLeILZvk,0,playing_piano,train
D2HyDCMIQ50,0,typing_on_computer_keyboard,train
-BfXVjsdZV4,0,female_singing,val
9zrQpNhhdDA,5,playing_piano,test
ava5mXZ3ofg,5,playing_piano,train
CENJ57WEMfU,0,chainsawing_trees,train
FudSk5EUbAY,0,playing_ukulele,train
V0itiFeIdyY,2,driving_buses,train
ChEmnsjAkkY,0,playing_violin,train
y8dr5ZkCzfA,0,playing_glockenspiel,val
0iVM2GY3R_c,0,ambulance_siren,train
F0StNDt5xE8,0,playing_tabla,train
0_skbUzy2Yw,1,female_singing,train
Do-VYTebQ_E,0,cat_meowing,train
I8DSF5M8vYU,5,mynah_bird_singing,train
g4ODN4wxraU,2,race_car,train
rqhTqJtu3WA,0,mynah_bird_singing,train
Eo_FyQjui1k,0,helicopter,train
ICbAyC3CDrA,5,mynah_bird_singing,val
-6AOy8GAMpM,0,typing_on_computer_keyboard,test
Lpus_fxffrE,0,playing_tabla,test
1jS9-FEN_l8,0,playing_acoustic_guitar,train
nP-lICgxqJQ,5,playing_glockenspiel,test
FX07iZ_Q9Zw,4,cat_meowing,train
BXhJJ5L7vx8,1,dog_barking,test
cj62Zn5fFlM,0,mynah_bird_singing,train
0IStDugr5uA,0,chainsawing_trees,test
Ia5fgg1v-Do,2,female_singing,train
O8r8h58ZwOE,0,playing_ukulele,train
d-adbXZYHxI,6,lions_roaring,train
4r8kZF_CRSk,3,female_singing,train
1aPg2P5ynlE,0,horse_clip-clop,train
0hV6VaSL0xg,0,female_singing,train
1OFDyTzUj24,4,male_speech,train
Wm2cPR2nN-I,4,female_singing,train
fd6lJbQMTdI,0,playing_glockenspiel,val
3YEeLvC6Xxo,3,race_car,train
-ocADGlyaHc,0,helicopter,test
CS4cJBRBE6I,0,chainsawing_trees,train
BEGgDbKEXMw,0,coyote_howling,test
6VUXHzFzS3c,2,mynah_bird_singing,train
95Bn1R4Mm3g,0,playing_tabla,train
79Zv0IzvL_Y,5,male_speech,train
Qkon5OB6GoE,0,driving_buses,train
d4yBeEbVp1Y,0,typing_on_computer_keyboard,train
628ka35KhH4,0,horse_clip-clop,val
5R4VDCfvRsw,5,male_speech,train
0-52H7-ABkM,0,female_singing,test
1cCAssjH6KM,0,lawn_mowing,test
1P5uTfjhFRY,0,playing_acoustic_guitar,train
zYtkNpyuIrU,0,lions_roaring,train
-ovFIwvxiwI,0,cap_gun_shooting,train
AtTsBqHmtHU,0,playing_violin,train
GKZNjmulsWE,5,mynah_bird_singing,test
5aA1-3lnJqk,0,cat_meowing,train
Zhwaea-sxIc,2,playing_ukulele,test
pdaUH4Ri4Ec,5,chainsawing_trees,test
0NyBAjoD9w0,0,female_singing,train
LN2lzemtG9s,0,playing_glockenspiel,train
cSQd8vVgaAo,0,chainsawing_trees,test
3HTL5bQvsDk,5,female_singing,test
AuioFbJddXA,0,driving_buses,train
PxBlmQvlq9M,0,female_singing,train
DuQ3Xpb8Leg,0,playing_violin,train
-KECxvZZHYg,5,helicopter,val
YnTTOlVw3D0,0,typing_on_computer_keyboard,train
QxppvtZYSn4,0,playing_violin,train
93C94T6TfhA,5,chainsawing_trees,train
4hEnc01zRHo,2,male_speech,train
P8NoPjaeKiI,0,typing_on_computer_keyboard,train
CMDzYEKKzhI,5,race_car,train
4bAD3LC4qyg,2,ambulance_siren,train
MoJvvL89tqE,0,playing_piano,train
8B0vEz9UodQ,0,lawn_mowing,train
eAO9uDZeUW0,5,race_car,test
j_XrqLkLG9M,0,typing_on_computer_keyboard,train
NWrNeK5C2lY,0,horse_clip-clop,test
PQ1StoH4vg0,0,horse_clip-clop,train
CBw20AYBM80,1,chainsawing_trees,train
VsWrJt--Qsk,2,driving_buses,train
BdG6fInWVBw,5,horse_clip-clop,val
3uegJAuXyG8,0,male_speech,train
lZ6T7D65kys,0,coyote_howling,val
0haq15HEi-0,0,playing_acoustic_guitar,train
35zjZSpI_Fo,0,typing_on_computer_keyboard,train
-NvDh4fMiWc,0,playing_violin,train
9b3hrwj7iFc,0,dog_barking,train
459h5FxgnrU,5,playing_acoustic_guitar,train
F03_9Dcdzcg,0,typing_on_computer_keyboard,test
6vAk42XWh3c,0,playing_violin,train
uUTKZNMjGS0,0,playing_glockenspiel,train
-6R3wpks5Jg,0,playing_ukulele,train
-vJw-B41tXA,0,playing_acoustic_guitar,train
4cyi9yZXI80,1,race_car,test
CVmk3PcyXHc,4,mynah_bird_singing,train
Di1F8GUvEtg,0,playing_violin,train
d7D5hunQgfY,0,playing_tabla,val
GBAHyVgh184,0,playing_tabla,train
4Twu1pnUlpo,0,playing_ukulele,test
P9G34S08VVg,4,horse_clip-clop,train
ki8ZolLqS8o,0,playing_piano,val
NXdyIjnzMQQ,0,playing_piano,train
laU4KZywgy8,0,typing_on_computer_keyboard,test
7qGNh8_MyII,0,cat_meowing,train
ub3mvR9lcDw,0,playing_ukulele,test
7qXlcJBcBPw,5,helicopter,train
QJGordCQPW0,1,horse_clip-clop,train
VXpPP1Urjos,0,female_singing,val
BNrmXcZQ-p4,5,helicopter,train
0ml4dIfcnKg,2,driving_buses,train
OfER0cuN31c,2,playing_tabla,train
LZTGraAMpzM,1,horse_clip-clop,train
3jC14BzR4rs,0,horse_clip-clop,test
DJclHUgiz_U,0,horse_clip-clop,train
4tASCYb3ySA,0,typing_on_computer_keyboard,train
ahovKRueJ8A,5,chainsawing_trees,train
67xvshvD7xQ,3,female_singing,train
dNnFoCeabg0,5,chainsawing_trees,val
6MST-YckqQ0,0,race_car,test
-03Hd0MBgQY,1,playing_piano,train
MZi4AAgM7NY,0,helicopter,val
BZCgbtdNH6Q,0,chainsawing_trees,val
5uoAzMT4ZxQ,0,playing_violin,train
1l6xuLAqQgk,5,female_singing,train
6aV6c8mY0lg,5,chainsawing_trees,train
7pQSh89LqN8,0,female_singing,train
bpnVTI2ltm4,0,playing_tabla,train
-UjHThfWx_o,2,lawn_mowing,train
4hlPEicuOKM,0,playing_acoustic_guitar,test
WJAcO_9kG1I,0,ambulance_siren,train
dgoncIz632s,0,typing_on_computer_keyboard,test
1xRNQCP4MbE,0,female_singing,train
7iDeT13gpsw,0,male_speech,train
Blmiz18_bZw,3,lions_roaring,val
2xvqbtV1vfQ,0,ambulance_siren,train
3ukB0zJoKg4,0,playing_acoustic_guitar,train
s84dIj4zzsQ,0,playing_ukulele,train
7S1MgvQcB8M,0,male_speech,train
1DjroXqs7bY,0,female_singing,test
HFZHOOhhtTM,5,ambulance_siren,train
oCnbmsOP7HQ,5,typing_on_computer_keyboard,train
5Uc9Vx-dNKA,0,playing_acoustic_guitar,train
8N8bqYwXIxY,0,male_speech,train
-wcwrkUJwhM,4,playing_violin,train
yj6lBq3liio,0,lions_roaring,test
_JTW58YuI8M,3,baby_laughter,test
0RL4VVwvuyQ,0,playing_acoustic_guitar,train
bV8qnp-Vos8,0,baby_laughter,val
RkHNi_hTSMQ,5,ambulance_siren,train
N6BSbV3xeMc,0,playing_tabla,train
JLX97fkgBXs,4,race_car,train
6catNT25RrU,0,male_speech,train
Kc4Zc5HJvA4,1,race_car,val
1QxDi-op6Qg,5,cat_meowing,test
3WlS8virKhk,0,mynah_bird_singing,train
UxrvXA-Su2E,0,female_singing,val
9ifQTjiMU5w,0,playing_glockenspiel,val
IqQE2gbMFNQ,0,playing_violin,val
HZxl5ot0Luk,0,typing_on_computer_keyboard,train
-gClFqWVvKg,0,playing_acoustic_guitar,val
FCERn-PSXMc,2,female_singing,test
fO2HS7_fZb0,0,dog_barking,test
6sYbxYnwmqk,0,baby_laughter,train
1_xoCNmTn3Y,0,coyote_howling,val
wUsxkfYPABg,0,playing_piano,train
OcIAbZ2B5QQ,0,playing_glockenspiel,train
yxvwHAnS5-4,0,playing_glockenspiel,train
gyioxO7fWzI,2,lions_roaring,train
mZeNbLxPpZ4,2,lawn_mowing,train
AaaAgeWUuvg,0,playing_piano,train
6hsxQ-SR16s,0,lions_roaring,train
fp8O56_p-3A,0,chainsawing_trees,test
9Wi1oMq9XBM,1,dog_barking,train
MAlKAFqXGMY,0,playing_piano,train
4Nz4Y5jq7ak,0,male_speech,train
uWq8Q_cIEwE,1,playing_ukulele,train
BNU4JwCGaMw,5,driving_buses,train
_HcIHVLRzpM,1,female_singing,val
_KHw5PWhJGM,0,cap_gun_shooting,val
J0Z2aNJs8Xw,0,cat_meowing,test
RQo7HHPTihg,0,helicopter,val
UAhzckt0y3U,0,dog_barking,val
1Pj3SUrPpqs,3,playing_glockenspiel,train
MrIfjRInMLU,0,baby_laughter,test
07UvWKjEA9I,0,female_singing,train
i8-BDrhVntM,0,playing_tabla,val
X6WekCEADJs,0,lions_roaring,train
HuzTP9tI23c,0,playing_violin,train
XMbqV5i-74c,0,playing_tabla,train
H1fv3JNlY9U,0,race_car,train
Y5KpFlKd6_g,0,driving_buses,val
-s2G3Kto0Gw,0,typing_on_computer_keyboard,train
JPHLbRPXChk,2,playing_violin,train
0MuN1nPMisQ,1,female_singing,test
7GdxVcTMrpA,0,male_speech,train
0FCCI4eXR0M,0,female_singing,val
0iMTaEEq3_0,0,playing_glockenspiel,val
-8YTu7ZGA2w,0,driving_buses,test
2707wKpFKNU,0,horse_clip-clop,train
46UJHrK007M,0,male_speech,train
CvVJd_J9A2E,0,chainsawing_trees,train
RuRvTc1MqCA,5,helicopter,test
2qi-Dc1EkJo,0,female_singing,test
Dt5gzDF6DEM,0,ambulance_siren,train
EpQbUL3o7NQ,0,playing_violin,train
2Zuf1fY1seE,5,female_singing,train
BkortK6ilLI,0,playing_tabla,val
trh0PZ_lhKc,0,dog_barking,val
Kh7XIsiw1mM,2,driving_buses,train
KLICvY58raU,0,horse_clip-clop,test
9TfMzJ5S3Kk,0,playing_tabla,test
PlXQEmeTeYY,0,female_singing,train
ODpAfVfUBYc,0,typing_on_computer_keyboard,train
R4l6FEvzkcQ,2,ambulance_siren,val
qSw4xEqMHeA,0,chainsawing_trees,train
JjOmlxU5k4w,0,helicopter,val
2t1liDKjf-g,0,helicopter,train
1bquZtBopZY,2,playing_tabla,val
1ETeBLkMRwA,1,dog_barking,test
IbQ9lanAwS8,1,race_car,train
1y02KwMoXWY,0,female_singing,train
1NwoL7fn1Qk,5,cat_meowing,train
_Jj4RQDjwbQ,1,dog_barking,train
hL66qmxPRQM,0,playing_piano,train
2iY1K2XCfiI,0,playing_tabla,train
1wKc9yOLnzM,4,male_speech,val
cX1zEamYV80,0,playing_glockenspiel,train
d-TkYY8Zr4s,0,mynah_bird_singing,train
2fn6GFSwTEw,4,cap_gun_shooting,val
aNDmHGRsmnM,0,typing_on_computer_keyboard,train
Iw9V7h_awio,0,cap_gun_shooting,val
-G08iN_t2QQ,0,playing_acoustic_guitar,train
UtHszq6KUf4,0,helicopter,val
DqyiS-Fzkss,0,playing_glockenspiel,train
SqTDyDsarwk,0,playing_tabla,train
qJU5nscdNW0,0,chainsawing_trees,train
-QIKyCQAFkQ,0,playing_acoustic_guitar,train
sh-XNZSVfo4,4,lawn_mowing,train
6kdiESHOO3w,0,cat_meowing,val
63udpxlsx5I,0,playing_violin,train
ehMLK2EC1n4,4,dog_barking,test
CkCbUbCH3-8,0,typing_on_computer_keyboard,test
1-3d72LSuTA,0,playing_acoustic_guitar,train
ISrb23zuWcY,0,helicopter,test
31lfj0VEDR8,0,male_speech,train
4lH9S8DC8oM,0,playing_violin,train
0XpOd-sy594,5,chainsawing_trees,train
2T742rZ0KgQ,0,male_speech,test
p8L1eligpBw,0,playing_piano,train
rJ8EHGO7Tik,1,mynah_bird_singing,train
UTyBh-cH4Z4,1,lions_roaring,test
8DOzR2MFZ-k,5,horse_clip-clop,val
cqovlo-w7IA,0,playing_tabla,train
7Cm9bUZNVuk,0,chainsawing_trees,test
ccpH-zjLrss,0,playing_glockenspiel,train
F5fvn8V0j-U,0,playing_piano,train
NMoWqXDepAo,0,playing_piano,val
oPX5xepVbzg,0,dog_barking,train
L4g5jGYIMgg,0,playing_tabla,val
-JxhtCzoQnI,0,female_singing,train
8nGSHp1kQZY,5,lions_roaring,train
3S8bTR5VAp0,4,cat_meowing,val
aVLrCy_892Q,2,typing_on_computer_keyboard,train
GjMWh0gj1hg,5,playing_violin,train
jp8Sesg4Z2w,2,coyote_howling,train
0CzC0-cXe8M,0,lawn_mowing,train
HhGEy-CYXhU,0,lions_roaring,val
4Db-g-FYKOA,0,race_car,test
Kvo7G-ngESo,0,playing_violin,train
NMo2M0rO8Ag,1,helicopter,train
2IJaODbc2js,5,playing_violin,train
-0_vEaaXndY,0,driving_buses,train
aJb09Ttp69Q,0,chainsawing_trees,test
98botKAWg3I,0,playing_ukulele,test
GGuE_3JzERM,0,ambulance_siren,train
B7xVw2O6HtE,0,cat_meowing,train
RQeXcKxVraY,0,typing_on_computer_keyboard,train
ly2hdkG0Eg0,4,playing_piano,train
0Ej_QVelIkU,0,female_singing,train
_8dKlPEnqAM,3,driving_buses,train
KABAJUrN9lg,0,playing_tabla,train
D5DLw365dv0,4,dog_barking,train
2mZkKD9fBmc,0,playing_violin,test
7l7ahtEKfRs,0,male_speech,train
I6nlWsAjfkE,3,playing_glockenspiel,test
w6ePxZrd0Dw,5,mynah_bird_singing,val
JUk1U3p1qpo,2,playing_tabla,train
CxIDfBbwQPA,0,typing_on_computer_keyboard,train
4edK8hTyCXA,0,playing_acoustic_guitar,train
323uKBR-l4o,1,cat_meowing,val
xzFZldi5Zug,0,playing_glockenspiel,train
4v3i_OQ33bo,0,race_car,train
JQz40TkjymY,0,typing_on_computer_keyboard,train
fp6pBJ1Iygk,0,dog_barking,train
grEEcC2HRQE,5,lions_roaring,train
XspazHCZqIk,1,ambulance_siren,train
2niIOtYfozY,0,playing_glockenspiel,test
AL9pqcOjpGQ,0,lawn_mowing,train
iXKrKQ-JZVo,3,baby_laughter,test
0kisUzGoKg0,5,coyote_howling,train
UHfuOcVa9cI,0,dog_barking,train
mA10FXDl07o,0,mynah_bird_singing,val
AEc1SCkUUk0,3,chainsawing_trees,train
M83GjpnyZgo,0,mynah_bird_singing,train
CCstODfDFKY,0,helicopter,val
EiPT0zpFVtU,0,mynah_bird_singing,train
fneLVe9pnfA,5,chainsawing_trees,test
z2-3fMOOexU,0,typing_on_computer_keyboard,val
iJeot52dNaQ,0,playing_glockenspiel,train
7_yFcyfq1zU,0,cat_meowing,train
It7hx2FNxUg,1,playing_glockenspiel,train
BQ-dwfQPVtI,0,typing_on_computer_keyboard,val
TlhPzddOQKw,5,lawn_mowing,train
gjyp-WpxyqM,0,typing_on_computer_keyboard,train
xomk2Jq6O00,0,lions_roaring,val
ML66Le-Zf78,4,lions_roaring,test
1GXWl8AklkE,0,female_singing,train
CsvtHy2q2Og,0,typing_on_computer_keyboard,train
y89-45CHWEs,0,mynah_bird_singing,train
2e1juXs5N7U,0,male_speech,test
Jet-YGASUw8,5,helicopter,train
bRuJev7JLxA,0,chainsawing_trees,train
tk3sdVGyNvw,0,mynah_bird_singing,train
FcuBYdMGNno,2,ambulance_siren,test
F0IYjZN8ojA,0,helicopter,train
1LBBA76-TuQ,0,helicopter,train
JsG-pESQ5ZY,0,horse_clip-clop,train
3dZuwc9r2jw,0,mynah_bird_singing,train
88D7xDUFCEc,0,horse_clip-clop,val
6tBDl14OfQI,0,female_singing,test
LsqusWNH-V0,5,baby_laughter,train
2NBwt24PTe0,0,male_speech,train
-DqNQZbYA_k,0,female_singing,train
fVx5NBw1diU,1,dog_barking,train
8oEdgb8iXYA,3,driving_buses,val
St_0xXOYuw4,0,playing_piano,test
llfjflKaRGA,0,coyote_howling,train
DVjDvimQjCE,0,coyote_howling,train
NRqTx_Wf1T4,0,playing_piano,train
o2xhacPTzW0,0,typing_on_computer_keyboard,train
3csiDpdFviU,0,playing_acoustic_guitar,val
CTMn3L0C5kI,4,dog_barking,val
-R69Fa-mCaY,0,chainsawing_trees,train
G09Nk4PJSvI,0,playing_acoustic_guitar,train
QpmcGb1BffU,2,playing_ukulele,train
any_1GxewbQ,0,playing_tabla,train
mC7nCm_mnwA,0,cap_gun_shooting,test
HbA-Abyc6bU,0,helicopter,train
4Cc4hviIWts,0,playing_violin,test
-CekKuZXKJ8,2,cap_gun_shooting,val
S9QW1K0n_Jo,5,driving_buses,train
2kOOgrG6LH0,0,cat_meowing,train
IJI4VNsKSUg,3,helicopter,train
AVYfLFwcIhY,0,playing_tabla,train
J-ejO1E8XYk,5,mynah_bird_singing,train
1GZq9AcFu_g,5,playing_piano,train
cEjcJDoz-4w,0,typing_on_computer_keyboard,val
UUy8oebYWog,0,driving_buses,train
4UdR7R1RHh0,6,race_car,train
BMhnTdy-A0M,0,playing_violin,train
0RgNwWhZKXM,2,lawn_mowing,train
CfO-lBWDvko,5,dog_barking,test
j-_QCfVQOAc,1,lions_roaring,val
byKyS1Ifq2Q,0,chainsawing_trees,train
aqVyNqDHCu4,2,mynah_bird_singing,train
2bDqxE3h270,0,male_speech,test
X3c1Na7B4ng,5,female_singing,train
66Sl9ixB_5U,0,helicopter,train
03VaAW9NZq4,0,typing_on_computer_keyboard,test
2vXlGSNtcn0,5,helicopter,train
095CdSbYrFc,4,lawn_mowing,train
z9NCoRcHSuE,5,playing_ukulele,val
T6w-Nv0fkzE,1,horse_clip-clop,train
yp7ma0sXLbs,0,cap_gun_shooting,train
OS1SX9SGGyc,4,race_car,test
ur33zPD9BCc,0,playing_piano,train
DPmQfp49nWo,0,horse_clip-clop,train
60U-HN7K6-w,0,playing_violin,train
90273uapdG0,5,driving_buses,train
d8WQjCsgckw,1,baby_laughter,val
MozoM_TbKOQ,0,race_car,train
CAVFaqrHCWA,0,helicopter,val
Hr0nDpDW0Fw,0,horse_clip-clop,train
5kbx02R8_Lg,0,lions_roaring,train
VlH5nvvazcc,0,dog_barking,train
33f28SQ_vDo,1,male_speech,val
18NpKwKl6Rk,5,chainsawing_trees,train
Lo7sGHpICOE,0,helicopter,train
srsXEvgEuZU,0,lions_roaring,train
ApqTL3dFTdM,5,helicopter,train
1ZiKrVqYzVo,2,cat_meowing,train
JGiTNiiYNXs,0,playing_tabla,train
C5tzeUl8v48,0,lions_roaring,train
cEV_wASHeUI,0,typing_on_computer_keyboard,val
HY1VQKcDosE,0,playing_glockenspiel,train
DCISHo7PK6k,0,mynah_bird_singing,train
AcJXSEfGGcI,0,helicopter,train
5bnnqQYFVws,0,playing_tabla,train
1WVuvMIKi7o,2,dog_barking,train
Ltlz5vkXSpY,5,helicopter,val
xosQNRXLlyo,0,typing_on_computer_keyboard,train
8TZcN7vYW8E,0,playing_violin,test
CVeGmthT028,0,driving_buses,train
MMSEW658XRM,0,race_car,train
5KpVNqZC6T8,0,playing_tabla,train
AQtZz6xvwPA,0,chainsawing_trees,train
BOB65Nd0pXo,0,helicopter,train
2JV3emH50XU,4,race_car,train
4WZbxYGy3As,0,male_speech,train
-26aVYRtEAc,4,female_singing,val
1KcgO3pgNaY,0,playing_tabla,train
WWR9BSIcHKE,0,horse_clip-clop,train
f_4f7lEbr74,0,dog_barking,train
name,start,category,split
Dk-020qo4YQ,0,playing_tabla,test
brfKKehFtmw,5,chainsawing_trees,train
_D1gzbMP7wY,0,chainsawing_trees,train
2aF25UVP4Pc,0,ambulance_siren,train
Hrl2mJCX5Iw,2,typing_on_computer_keyboard,val
91rUkeDeOGE,5,dog_barking,train
uElgxHfRxrk,5,ambulance_siren,train
7fUEAw_H1xw,0,dog_barking,train
OHbREMdcj1I,4,playing_tabla,train
Dhc3EALCjY8,3,cat_meowing,train
6yJkJOpHnWE,5,cap_gun_shooting,val
eyFSi1BDQyI,4,dog_barking,train
cmnt4ZB76SU,5,male_speech,train
DTVyQel5xfI,0,playing_ukulele,val
eyAG9cpCCVE,5,lions_roaring,train
kc7Q3AxMXWM,0,playing_piano,val
W-EdkBt73JM,2,coyote_howling,train
0d5Y3zRJJkw,0,horse_clip-clop,train
RFKh24qKh60,4,playing_ukulele,test
Sne6J4TOyjo,0,mynah_bird_singing,train
C85jjnu1ONI,0,ambulance_siren,train
-R7YU8bHwBg,0,playing_piano,train
8yFGQK3fg_I,0,playing_violin,train
HgcTrJd9B_Q,2,ambulance_siren,train
t0ZM-bMQDtI,4,lions_roaring,train
J2L9eJ-h9DY,0,playing_violin,val
EFOGzi_FDNM,4,race_car,train
H3ZvrT-Ca3g,0,helicopter,val
75PJeJ2hGcw,1,cat_meowing,train
09S4On2TfGw,0,driving_buses,train
ERSmiGXdHWY,2,cap_gun_shooting,test
2djYfdmB6Mk,0,playing_acoustic_guitar,test
b0pVAXaFsDM,0,mynah_bird_singing,train
4s9_61fICT4,0,playing_acoustic_guitar,train
2W07KhTqeZI,0,male_speech,val
nvqZQr3SAQs,0,playing_piano,train
DY9Xm0boaeA,0,playing_violin,train
eDHH34hKQMc,4,mynah_bird_singing,train
teMQIpsg0ow,0,mynah_bird_singing,train
gE_SWlHEVHY,0,cap_gun_shooting,test
AwzNgwwFmxE,1,male_speech,val
yT7-ipcRraw,0,playing_glockenspiel,train
sArj9QUlk7A,0,playing_ukulele,train
6HWtm7CtF4g,0,playing_violin,train
K5i6x86jrN4,0,typing_on_computer_keyboard,val
Qzj4QGWPtFE,3,coyote_howling,train
eELPZbJF4p0,1,playing_tabla,train
APLdqysnbIE,0,playing_tabla,train
-igLMcvvXAg,5,playing_violin,val
FY856CPOU9I,5,ambulance_siren,train
Tr0tZ1_Vn8A,0,helicopter,test
3uTRC1ipTs0,3,playing_violin,val
MgD5JedaXGs,1,dog_barking,train
1uaOgz0VAVI,4,lions_roaring,train
qu6jr6puHzE,0,typing_on_computer_keyboard,train
BfkiflJI5nA,0,playing_acoustic_guitar,train
1sU-714VebM,3,playing_glockenspiel,train
ch-C3dLvxbA,0,typing_on_computer_keyboard,train
pw34ecRYvaY,0,playing_piano,train
4kAoBqK-pFI,5,race_car,train
QrbczcybvC4,0,playing_ukulele,train
npWRooZqtpU,0,mynah_bird_singing,train
7JNCVMNJ0Mw,0,playing_acoustic_guitar,test
AhxTt62ITis,0,ambulance_siren,val
B4gQ87s-B3c,3,cap_gun_shooting,val
6j_LyTxxO8E,5,driving_buses,train
5nGZKTStb_Q,0,cat_meowing,train
16DCCYYdgmg,0,playing_violin,test
UuysHY0depg,0,helicopter,train
4-bUsb4JIE8,2,male_speech,train
N387HQu3Hws,0,playing_piano,train
0XMeGiszPYE,1,cat_meowing,train
-uD_w-t4T2Q,0,ambulance_siren,train
8jlPPKN3VBY,0,playing_glockenspiel,test
p9IGQ-m88JQ,0,chainsawing_trees,train
IhkA4_KpHSg,0,playing_violin,train
6LIeOlFhIFI,0,race_car,train
6D-xqwSIYR4,0,female_singing,test
-qbPc4nh5ac,0,horse_clip-clop,val
lXomrow5aZ4,0,playing_piano,train
IEB_QE5x9L4,4,race_car,train
7AYPK7U3evs,2,helicopter,train
4bmH5rXWS7I,0,male_speech,train
3-dHPcYckl4,2,cat_meowing,train
6cL4EnBxGXw,0,horse_clip-clop,train
kzTgaivjrp0,0,playing_piano,test
j9BcUd30VQQ,5,baby_laughter,val
NPilDsxM26g,0,mynah_bird_singing,train
4ChgPZ3Sjuw,0,playing_violin,train
Uv3K_pEUlX8,0,helicopter,train
C7OFEkOdODo,0,playing_violin,train
8xoenlVVBZw,2,cat_meowing,test
YNmnwxw4yxo,0,dog_barking,test
FUhyWzVd71Y,0,helicopter,test
X2eLqUyWRys,0,playing_tabla,train
A2SDfo7iyno,0,typing_on_computer_keyboard,test
0hV7Uk338_w,0,female_singing,val
4t7b588zSvI,1,lions_roaring,train
GOOg0m6LcKc,0,driving_buses,train
DOsBP-y-VV4,0,horse_clip-clop,train
Rp6YTTJiIHc,0,helicopter,test
SholcC0JVEg,0,playing_tabla,train
48SQ8pSuHlM,2,playing_glockenspiel,test
0tOI_ZY18Dg,0,female_singing,train
6O4Xz0D-HMo,5,male_speech,test
4EcdsT9MHrY,0,playing_acoustic_guitar,train
b8KSPuiPG68,0,playing_piano,train
4yUvamNdrOc,0,male_speech,train
r0lQuDBXenk,0,playing_glockenspiel,train
DtboDG1Fhnw,0,playing_piano,val
cy5AW3dRVK0,4,playing_ukulele,train
fW_1CNOQy10,0,playing_piano,train
3gjF-cVb_m4,0,cat_meowing,test
3fPKnU9ghYg,0,playing_tabla,val
EsFDIkzs8qA,0,playing_violin,train
A2FMM_PmPf4,0,lions_roaring,train
DDoJMpe85o0,5,mynah_bird_singing,train
upkyfMoU_Kw,0,playing_piano,train
